index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,lat_orig,lon_orig,lat_dest,lon_dest,distance_km,Skip,InputDataKey
669,"David and Courtney are globetrotting junkies who have already lived in Texas, Spain, and St. Thomas. Now they have their sights set on the beautiful, remote island of Mauritius off the coast of Africa, but it won't be smooth sailing. With Courtney taking a sabbatical, they've got just one income to fall back on in this expensive rental market. And coming from the tiny island of St. Thomas, the larger island of Mauritius presents some challenges they weren't prepared for. Along with their son Pace, see if this family can fit in when House Hunters International island hops to Mauritius.",21-May-13,S53E06,Island Hopping from St. Thomas to Mauritius,6,53,2013,St. Thomas Virgin Islands,United States,,Mauritius,1,"St. Thomas Virgin Islands, United States",,Missing Destination City,18.34290815,-64.9188997,,,,Can not get data,0
670,"Wanting to escape the cold climate of her home town, Abbotsford, British Columbia, Mandy seized an opportunity of a lifetime. She landed a job as the event coordinator for the 2012 solar eclipse viewing in Rocky Point, Australia. Recognizing a great opportunity for their daughter, and a solid real estate investment, Mandy's parents decided to use their savings to purchase a home on the island while Mandy made a go of her new life down under. After traveling miles to the coastal town, Mandy quickly learned the town's popularity means affordable beach-side homes are hard to come by. Will she find a house before the moon turns to day? Find out when House Hunters International goes star gazing in Rocky Point, Australia.",9-Jun-13,S53E07,"Star gazing and home hunting in Rocky Point, Australia",7,53,2013,Abbotsford,Canada,Rocky Point,Australia,0,"Abbotsford, Canada","Rocky Point, Australia",All,49.0521162,-122.329479,-29.89045,137.67755,13160.97,Can get data,0
671,"Angie and Scott are busy engineers tired of the daily grind of living in a U.S. city. After the birth of their daughter, Elsa, they leave St. Paul behind and head for San Juan del Sur to slow down and regain the lost hours of their lives. Nicaragua seems like the perfect place for sun, surf, and Scott's dream of owning a home on the beach, but when Angie's practical side kicks in, reality starts to threaten their carefree coastal living.",20-May-13,S53E08,"Making Waves in San Juan del Sur, Nicaragua",8,53,2013,,United States,San Juan Del Sur,Nicaragua,1,,"San Juan Del Sur, Nicaragua",Missing Origin City,,,,,,Can not get data,0
672,"In 1997, Ron and Lisa Cyrier took a vacation to Belize. They've been dreaming of going back permanently, ever since. Now they are making their dream a reality, selling their high-maintenance home in Charlotte, NC for a condo on the beach. With a plan to work less and play more, the Cyriers came with a conservative budget. But the cost of their dream home is unexpectedly high. Watch what happens as House Hunters International goes to San Pedro, Belize.",29-May-13,S53E09,"Leaving Charlotte, North Carolina for their island dream in Belize",9,53,2013,"Charlotte, North Carolina",United States,San Pedro,Belize,0,"Charlotte, North Carolina","San Pedro, Belize",All,35.2272086,-80.8430827,17.9204087,-87.9621768,2048.86,Can get data,0
673,"When her husband'sprestigious new job means a move to Auckland, New Zealand, aspiring chef Grace leaves her love of the big city behind. But when this cosmopolitan city's limited market and her husband Antonio's creative director demands clash, finding a home that has it all proves to be an uphill battle as House Hunters International makes waves in Auckland, New Zealand.",6-May-13,S53E10,"Awestruck by Auckland, New Zealand",10,53,2013,,,Auckland ,New Zealand,2,,"Auckland , New Zealand",All Destination,,,-36.852095,174.7631803,,Can not get data,0
674,"Family is the most important thing to Ben. So when wife Leah's parents moved from chilly England to the sunshine coast of Australia, he knew even though it meant saying goodbye to his family, he and Leah want to raise their children in a more cheerful climate. While they're both united on the move across the hemisphere, they're having a tough time agreeing between a traditional or modern style home. In the end they'll depend on real estate agent Brooke-Lyn to find them a home that's best for everyone. Watch when House Hunters International makes a leap of faith down under in Kawana, Australia.",18-Jul-13,S53E11,"Chasing the Sun to Kawana, Australia",11,53,2013,,England,Kawana,Australia,1,,"Kawana, Australia",Missing Origin City,,,,,,Can not get data,0
675,"After a personal relationship came to an end for financier Amber Holmes, she decided to escape NYC to follow her passion for fashion in Paris, France. But with only her savings to live on, Amber's having to downsize her Upper East Side lifestyle and this fashionista isn't ready to settle for anything less than central Paris. Find out if this fresh-faced financier turned fashion bloggess can compromise between location and a tight budget when House Hunters International travels to the City of Light, Paris, France.",27-Jun-13,S53E12,Passionate Fashionista Blogs Street Wear,12,53,2013,"New York, New York",United States,Paris,France,0,"New York, New York","Paris, France",All,40.7127281,-74.0060152,48.8588897,2.320041022,5834.97,Can get data,0
676,"Vance and Nicole have always been adventurous and globally minded, and they've raised their three daughters to be the same. They love their life in Colorado, but now that the girls are old enough, they've decided to move the entire family to Spain so the kids can develop an international perspective of their own. While the decision to move may have been easy, the logistics are proving difficult: Vance will have to commute to Colorado occasionally to maintain his business, making their budget tight. Nicole has her heart set on a city property with tons of local flavor, while Vance longs for the more touristy areas along the beach. With one fixed budget and two differing opinions, will Vance and Nicole be able to find a family-friendly home with the right mix of local flavor and luxury to satisfy them both?",17-Jun-13,S53E13,"A Young Family Chooses Between the City and the Sea in Andalucia, Spain",13,53,2013,Colorado,United States,Andalucia,Spain,0,"Colorado, United States","Andalucia, Spain",All,38.7251776,-105.607716,37.3399964,-4.5811614,8326.49,Can get data,0
677,"Darren, a scientist met his British wife Virginia when he gave her a tour of his lab in California. Five years later they were married and starting a new life together. Virginia has been dreaming about moving back to Europe to be near her family. So when Darren was offered a position in Austria they jumped at the opportunity. As if finding a new home and new job wasn't exciting enough, it turns out that Virginia is pregnant with their second child! Expect the unexpected when House Hunters International goes to Vienna, Austria.",10-May-13,S54E01,"The Science of Moving to Vienna, Austria",1,54,2013,California,United States,Vienna,Austria,0,"California, United States","Vienna, Austria",All,36.7014631,-118.755997,48.2083537,16.3725042,9580.85,Can get data,0
678,"Mike Gilbert has taken an international sales position in Prague and hopes that his family will learn to love living abroad. But for wife Wendy and three teenage boys leaving behind friends, family, and the comforts of the suburbs for the unknowns of a foreign city is a lot to digest. Forced to move, the twins Nathan and Wesley want one thing- to no longer share a bedroom. Wendy wants a modern kitchen and space for the family, while Mike is concentrating on old world charm and quick access to public transportation. But finding an apartment with four bedrooms in the center of the medieval city poses a problem as House Hunters International Czech's out Prague.",11-Jun-13,S54E02,Czeching Out Apartments in Prague,2,54,2013,,,Prague,Czech Republic,2,,"Prague, Czech Republic",All Destination,,,,,,Can not get data,0
